Артикул (Part No.),Наименование (RU),Description (EN),Description (ZH),"Цена, CNY без НДС",Группа,Взаимозаменяемый артикул,Источник,Разделы
15307381,PISOTN ASSY,ASSEMBLY,,49132.03,Тормозная система,,TR100A,165-0030
15307827,BRAKE MANIFOLD VALVE,VALVE,阀,3928.74,,,TR100A,250-0020 250-0050
15309111,,BOLT,螺栓,,,,TR100A,110-0030
15309150,VALVE-PARKING BRAKE,DIRECTION VALVE,方向控制阀,2417.24,,,TR100A,250-0020 250-0151
15309162,FLYWHEEL COUPLING,COUPLING,减振器,77283.99,,,TR100A,110-0030
15310256,WASHER,WASHER-HARDENED,,5.05,Тормозная система,,TR100A,165-0030
15310374,JOINT PLATE,PLATE,板,29.98,Гидравлическая система,,TR100A,230-0021
15310396,Датчик температуры масла,URE,温度开关,1281.06,,,TR100A,190-0270
15311299,BUFFER,ISOLATOR,䴷ෛ,194.28,,,TR100A,120-0010 200-0010
15311433,ISOLATION DEVICE,MOUNT ISOLATION,减振垫,161.9,,,TR100A,260-0015
15311566,TUBE ASSY,TUBE ASSY,管总成,316.6,,,TR100A,210-0061
15312480,,GUARD ASSY-RH (OPTIONAL),右护板（选装）,,,,TR100A,270-0010
15315244,FLANGE-CONNECTING,YOKE ASSY,,5664.72,,,TR100A,160-0020
15315331,RING,RING SUPPORT,支撑环,408.84,Allison,,TR100A,180-0030
15315332,SEAL KIT,BRACKET SEAL,密封挡圈,4547.84,Allison,,TR100A,180-0030
15315644,BOLT HEX 0.88-9 UNC 2A X 5.5 GM300M,BOLT,螺栓,70.71,,,TR100A,260-0015
15317368,HORN - HELLA 310Hz,HORN,,107.93,,,TR100A,190-0310
15317372,HORN - HELLA 380Hz,HORN,,107.93,,,TR100A,190-0310
15317485,Прокладка,SEAL,油封,255.53,,,TR100A,220-0190
15317486,Прокладка,SEAL,油封,316.85,,,TR100A,220-0190
15317490,TUBE ASSY,TUBE ASSY,,458.11,,,TR100A,210-0052
15318455,SCREEN ASSY-RH,SCREEN ASSY RH,右护网,579.24,,,TR100A,210-0020
15318456,SCREEN ASSY LHS,SCREEN ASSY LH,左护网,579.24,,,TR100A,210-0020
15318510,,BRACKET,板,,,,TR100A,120-0010 200-0040
15318511,,BENT PLATE,弯板,,,,TR100A,250-0020
15318995,,PLATE,调隙片,,,,TR100A,250-0020
15319262,CHANGE VALVE,VALVE,阀,8007.43,,,TR100A,250-0020 250-0090
15319639,TUBE CLIP,CLAMP,,1.83,,,TR100A,210-0040
15320619,FLANGE-OUTPUT,OUTPUT,输出法兰,18136.02,,,TR100A,120-0020
15323376,PIPE CLAMP,CLAMP,密封卡子,187.01,,,TR100A,270-0020
15323444,TWO-WAY RELIEF VALVE,STEERING CROSS OVER VALVE,双向卸荷阀,2742.68,,,TR100A,220-0010
15324285,ELEMENT ASSY,FILTER ASSY,,3174.59,,,TR100A,250-0240
15331583,OIL SEAL,SEAL,,387.36,,,TR100A,110-0130
15331584,BEARING,BEARING,,185.75,,,TR100A,110-0130
15331585,GEAR DRIVEN,GEAR DRIVE,,1124.9,,,TR100A,110-0130
15331586,SNAP RING,RING SNAP,,20.22,,,TR100A,110-0130
15331587,SEAL RING,SEAL,,399.35,,,TR100A,110-0130
15331961,NUT,N LOCKNUT,,288.1,,,TR100A,110-0130
15332755,CHANGE VALVE-BRAKE,BRAKE DUMP VALVE,快速释放阀,5078.62,,,TR100A,250-0020 250-0152
15333584,STEERING FILTER ASSY,FILTER ASSY- STEERING,,3156.94,,,TR100A,220-0150
15333986,,LOCTITE518,,,,,TR100A,110-0130 160-0020
15334185,GASKET,WASHER,,127.62,,,TR100A,160-0020
15334410,LOCATING PIN,PIN-DOWEL,,101.94,,,TR100A,160-0020
15334428,BODY CONTROL VALVE,CONTROL VALVE- HOIST,,47272.68,,,TR100A,230-0060
15334450,VALVE,PRESSURE-REDUCING VAVLE ASSY,,55191.72,,,TR100A,230-0060 230-0120
15334451,BODY CONTROL VALVE,CONTROL VALVE-BODY HOIST,,46035.28,,,TR100A,230-0060
15334621,,BOX ADAPTOR ASSY,检测盒与接头总成,,,,TR100A,230-0041
15334785,FIRST SUN GEAR,SUN PINION-FIRST,,6899.26,,,TR100A,160-0040
15334786,GEAR,PINION-SUN,,41525.45,,,TR100A,160-0040
15334787,"Planetary Gear, 1st step",PLANET PINION-FIRST,,,,,TR100A,160-0040
15334788,GEAR,PINION-PLANETARY,,29471.57,,,TR100A,160-0040
15334790,RING GEAR 2ND STAGE,RING-GEAR,,89576.78,,,TR100A,160-0040
15334863,MULTIPLEX SAFETY VALVE,VALVE-ACCUMULATOR,储能器阀,5839.44,Рулевое управление,,TR100A,220-0010
15335654,SPHERICAL BEARING,BUSHING SPHERICAL,,1447.49,,,TR100A,160-0030
15335709,ROD - PISTON,ROD PISTON,活塞杆,30806.33,Подвеска,,TR100A,180-0030
15336167,Фланец муфты,FLANGE,连接法兰,13173.74,,,TR100A,110-0030
15336537,DRIVELINE 10C - FRON,FRONT DRIVE SHAFT,,18020.66,,,TR100A,130-0010
15336539,,COUPLING,联轴器,,,,TR100A,110-0030
15336635,TUBE ASSEMBLY,TUBE ASSY,管总成,183.49,Рулевое управление,,TR100A,220-0010
15336773,HOSE ASSEMBLY,HOSE ASSY,软管总成,476.1,Рулевое управление,,TR100A,220-0010
15337441,Передача главная,DIFFERENTIAL ASSY,,466211.2,Allison,,TR100A,160-0020
15337702,GEAR,CARRIER-RING GEAR,,43499.28,,,TR100A,160-0040
15337703,,M/CD,,,,,TR100A,160-0040
15338630,VALVE ASSY,VALVE,阀总成,3807.62,,,TR100A,230-0040
15339399,SEAL O RING,O O-RING SEAL ASSEMBLY-,,358.55,Тормозная система,,TR100A,165-0030
15344054,,PLATE,板总成,,,,TR100A,250-0020
15344055,,PLATE,护板,,,,TR100A,250-0020
15344760,SEAL KIT,FACE T,,12835.03,Тормозная система,,TR100A,165-0030
15346088,,PLATE,护板,,,,TR100A,250-0020
15351908,Цилиндр замедлителя,CYLINDER-RETARDER,缸体,3537.79,,,TR100A,120-0190
15352327,"STUD 1-8 UNC THREAD x 3.5""",STUD,,17.99,,,TR100A,160-0050
15352330,STUD,STUD,,21.59,Передняя ось,,TR100A,140-0040 160-0050
15352491,,RING WEARING,耐磨环,,,,TR100A,180-0030
15352492,WEARING RING,RING WEARING,导向带,204.7,Подвеска,,TR100A,180-0030
15352493,,RING WEARING,耐磨环,,,,TR100A,180-0030
15352794,FRONT STRUT,RIDE CYLINDER -FRONT,前悬缸总成,85078.39,Подвеска,,TR100A,180-0030
15353299,,WEARING RING,耐磨环,,,,TR100A,180-0050
15354485,,U BOLT-U,型螺栓,,,,TR100A,250-0020
15357548,HARDENED WASHER,WASHER HARDENED,淬火垫圈,8.39,Подвеска,,TR100A,180-0030
153581,,"Screw, Twelve Point Cap · 5/8 - 11 x 2 in.",,,,,QST30,FA5091-03
15358149,Клапан гидросистемы,VALVE,阀,1902.81,,,TR100A,250-0020
15358259,,BRACKET,支架,,,,TR100A,250-0020
15359778,ACCUMULATOR,ACCUMULATOR,储能器,5576.51,,,TR100A,250-0020 250-0060
15361199,Hexagon headed bolt,BOLT,,23.99,,,TR100A,130-0020
15365822,Палец,PIN,销轴,2077.68,,,TR100A,220-0190
15365823,,DISC,圆盘,,,,TR100A,220-0190
15366025,Защитная крышка втулки,COLLARED DISC,盖板,536.61,,,TR100A,220-0190
15367260,O RING,.O .O RING,型圈,2.4,,,TR100A,120-0090
15367416,REDUCING VALVE-PILOT,PILOT VALVE,举升先导阀,2518.43,,,TR100A,230-0021 230-0121
15368879,Transmission shaft bolt,BOLT,,32.96,Allison,,TR100A,130-0010
15369221,,.SCREW,.螺钉,,,,TR100A,120-0090
15370965,COVER PLATE,COVER PLATE,,86.35,,,TR100A,110-0130
15372597,Yoke PTO  15331792,M YOKE PTO,,3476.29,,,TR100A,110-0130
15373310,driver shaft,SHAFT DRIVE,,18948.15,,,TR100A,110-0130
15383324,Engine,ENGINE QST30,发动机QST30,1872000.0,Cummins,,TR100A,110-0030
15384230,ALLISON SHIFT SELECT,SHIFT SELECTOR,换挡选择器,8443.09,Allison,,TR100A,120-0070
15396105,drive line rear,REAR DRIVE SHAFT,,48909.92,,,TR100A,130-0020
15429551,TRANSMISSION CONTROL MODULE; ; TR100CC,TCM,传动箱电脑,7143.55,Allison,,TR100A,120-0070
15429592,TRANSMISSION; ALLISON 86100RS_R CEC 5,TRANS ASSY,传动箱总成,1872000.0,Allison,,TR100A,120-0020
15501360,,CONTROL VALVE,,,,,TR100A,250-0090
15501361,,SOLENOID,,,,,TR100A,250-0090
15501362,,VALVE ASSY,,,,,TR100A,250-0090
15501363,,CAPSCREW,,,,,TR100A,250-0090
15501364,,SUBPLATE A$15501365 NOTE:,,,,,TR100A,250-0090
15501365,,SEAL KIT-DIRECTIONAL COINTROL VALVE,,,,,TR100A,250-0090
15503252,INDICATOR,INDICATOR ASSY,,194.28,,,TR100A,250-0240
15503253,O RING,SEAL-O RING,,29.98,,,TR100A,250-0240
15503254,ELEMENT-BRAKE,ELEMENT ASSY,,590.15,Фильтр,HF35220,TR100A,250-0240
15503531,Клапан гидросистемы,HOUSING-VAVLE,,2109.58,,,TR100A,230-0060
15503568,,O O RING,,,,,TR100A,230-0060
15503601,ELEMENT-STEERING,FILTER ELEMENT,,384.15,Фильтр,,TR100A,220-0150
15503602,indicator,MONITOR,,856.02,,,TR100A,220-0150
15503682,,BACK SUPPORT,背部支撑,,,,TR100A,260-0090
15503685,,SLIDE,滑轨,,,,TR100A,260-0090
15503687,Air conditioning valve,AIR CONTROL VALVE,空气阀,694.81,,,TR100A,260-0090
15503688,Air compressor,COMPRESSOR,压缩机,1342.19,,,TR100A,260-0090
15503689,,BELT,拉带,,,,TR100A,260-0090
15503690,Air shock absorber,ADJ. SHOCK ABSORBER,减振器,1653.58,,,TR100A,260-0090
15503691,,BOOT,防护套,,,,TR100A,260-0090
15503692,,BUMPER,缓冲器,,,,TR100A,260-0090
15503693,,KNOB,调节手柄,,,,TR100A,260-0090
15503695,Air spring,AIR SPRING,空气弹簧,337.09,,,TR100A,260-0090
15503779,,CUSSION,软垫,,,,TR100A,260-0090
15503819,SPRING,,,713.55,,,TR100A,120-0190
15504635,Seat harness,HARNESS,线束,131.41,,,TR100A,260-0090
15505066,Air shock absorber,SHOCK ABSORBER,阻尼器,2195.11,,,TR100A,260-0090
15505073,,SUSPENSION ASSY,悬浮总成,,,,TR100A,260-0090
15505076,,HOUSING LOWER,下支架,,,,TR100A,260-0090
159607,,"Spacer, Fan Pilot",,,,,QST30,SP5006
169195,,"Screw, Hexagon Head Cap · 1/2 - 13 x 1 1/4 in.",,,,,QST30,FA5091-03
169834,,Clip,,,,,QST30,CB5003
177269,,"End, Control Rod",,,,,QST30,FA5091-03
184237,,"Gasket, Acc Drive Cover",,,,,QST30,3804938
196057,Valve plate,"Disc, Valve",,988.47,Cummins,,QST30,QST30-126
20002161,PEDAL ASSY,THROTTLE PEDAL,,3139.64,,,TR100A,200-0050
20003046,Линия управления ЦСС,CONTROL LINE,润滑泵控制线,908.7,,,TR100A,300-0020
20005924,,JOINT,᧕ཤ,,,,TR100A,200-0010 230-0041
20011051,ACCUMULATOR,RECEIVER,储液器,396.11,Фильтр,,TR100A,260-0145
20011052,,BRACKET,储液器支架,,,,TR100A,260-0145
20011062,·CLAMP---,CLAMP,夹子,153.43,,,TR100A,260-0130
20011364,,HINGE,合页,,,,TR100A,260-0030
20011442,Вентиляционная решетка,VENT,出风口,200.69,,,TR100A,260-0130
20011445,·CONNECTOR---,CONNECTOR,接头,40.27,,,TR100A,260-0130
20011446,·CONNECTOR---,CONNECTOR,接头,46.02,,,TR100A,260-0130
20011450,·EXPANSION-VALVE--,EXPANSION VALVE,膨胀阀,320.27,Кабина,,TR100A,260-0130
20011454,AIR BLOWER (USE FOR NEW CAB),BLOWER UNIT,风机,1956.13,Кабина,,TR100A,260-0130
20011717,Cab glass pressing plate,COVER RH,右玻璃压板,65.96,,,TR100A,260-0010
20011720,Cab glass pressing plate,COVER LH,左玻璃压板,65.96,,,TR100A,260-0010
20011733,,SWITCH-DOOR,门触点开关,,,,TR100A,260-0010
20011735,SPRINKLE-HOSE,TUBE,喷水软管,21.98,Кабина,,TR100A,260-0010
20011736,TEE,TEE,三通,21.98,,,TR100A,260-0010
20011737,,GROMMET,橡胶圈,,,,TR100A,260-0010
20011738,,GRILLE-SPEAKER,扬声器罩,,,,TR100A,260-0010
20011763,Door stop,RETAINER-DOOR,缓冲块,55.17,,,TR100A,260-0030 260-0040
20011770,,WINDOW GLASS-LH,左门玻璃,,,,TR100A,260-0030
20011989,O-RING-,O O RING,型圈,3.86,,,TR100A,260-0145
20011990,O-RING-,O O RING,型圈,3.86,,,TR100A,260-0145
20011991,O-RING-,O O RING,型圈,5.77,,,TR100A,260-0145
20011992,O-RING-,O O RING,型圈,5.77,,,TR100A,260-0145
20011993,O-RING-,O O RING,型圈,3.86,,,TR100A,260-0145
20011994,"·· PRESSURE
SWITCH",SWITCH-TRINERY,压力开关,197.01,,,TR100A,260-0145
20019310,SPACER SLEEVE,SPACER,䳊ྍ,11.99,,,TR100A,100-0010
20019455,ACCELERATOR PEDAL,PLATE,,71.96,,,TR100A,200-0050
20019462,SHIM,SHIM,,220.66,,,TR100A,270-0080
20019875,CLIP - TUBE,CLAMP,夹子,95.94,,,TR100A,270-0020
20020401,Подогреватель гидробака,OIL HEATER,油液加热器,4321.26,Электрооборудование,,TR100A,230-0210
20020654,,DRY CHEMICAL TANK,干粉罐总成,,,,TR100A,300-0100
20020655,,EXPELLANT GAS CARTRIDGE,氮气瓶总成,,,,TR100A,300-0100
20020657,,V V TYPE NOZZLE,型喷头,,,,TR100A,300-0100
20020660,,SAFETY RELIEF VALVE,安全阀,,,,TR100A,300-0100
20020664,,RESISTOR ASSEMBLY,末端匹配电阻总成,,,,TR100A,300-0100
20020666,,LINEAR DETECTION WIRE,感温线,,,,TR100A,300-0100
20020707,,RIM,,,,,TR100A,140-0040 160-0050
20020708,Кольцо бортовое,BAND BEAD SEAT,,3665.61,,,TR100A,140-0040 160-0050
20020709,Кольцо посадочное,RING BACK-UP,,2444.25,,,TR100A,140-0040 160-0050
20020710,Кольцо стопорное,LOCKRING,,1019.07,,,TR100A,140-0040 160-0050
20020827,,ELBOW CONNECTOR,弯接头,,,,TR100A,300-0100
20020828,,1JN-10-08 CONNECTOR,接头,,,,TR100A,300-0100
20020831,,1JN9-12 CONNECTOR,接头,,,,TR100A,300-0100
20020832,,ELBOW CONNECTOR,弯头,,,,TR100A,300-0100
20020869,,BOX,接线盒,,,,TR100A,190-0030
20021917,SAFETY VALVE,SAFETY VALVE,安全阀,423.34,,,TR100A,300-0020
20021920,OUTER SHELL,BUSHING,套管,9.59,,,TR100A,300-0020
20021921,CORE-STRAIGHT,ADAPTOR,直涨芯,10.79,,,TR100A,300-0020
20021922,CORE-BENT,ADAPTOR,弯涨芯,16.43,,,TR100A,300-0020
20021924,STRAIGHT CONNECTOR,STRAIGHT CONNECTION,直接头,19.19,,,TR100A,300-0020
20021925,ELBOW CONNECTION,ELBOW CONNECTION,弯接头,21.59,,,TR100A,300-0020
20022655,GUARD BOARD ASSY,GUARD-TRANSMISSION,,3564.17,,,TR100A,100-0010
20023049,Передний блок ЦСС,DISTRIBUTOR FRONT（MX-F6/12）,前分配器(MX-F6/12),6072.3,,,TR100A,300-0020
20023050,Задний блок ЦСС,DISTRIBUTOR REAR（Mx-F7/13）,后分配器(MX-F7/13),7179.9,,,TR100A,300-0020
20023199,LINK PLATE,PLATE-MOUNT,连接板,32.38,,,TR100A,260-0145
20023231,,HEATER OF BATTERY,蓄电池加热器,,,,TR100A,190-0081
20023699,RADIATOR DRAW ROD,ROD-RADIATOR,支撑杆,165.5,,,TR100A,210-0020
20023704,VENTING ELBOW CONNECTION-REMOTE WATER TANK,ELBOW,,29.98,,,TR100A,210-0040
20023705,JOINT,ADAPTOR,,9.59,,,TR100A,210-0040
20023708,PRESSURE AIR DUCT,PLENUM CHAMBER,,1900.81,,,TR100A,110-0060
20023709,Left tube,TUBE-LEFT,,121.31,,,TR100A,110-0060
20023710,Right tube,RIGHT TUEB,,290.03,,,TR100A,110-0060
20023717,Support frame assembly,FRONT BRACKET,前支撑架,2084.3,,,TR100A,110-0030
20023728,GASKET,WASHER,垫片,15.59,,,TR100A,110-0030
20023729,GASKET,GASKET,衬垫,56.36,,,TR100A,210-0050
20023846,CLIP-THERMALSLEEVE,CLAMP,卡子,129.52,,,TR100A,270-0020
20023925,REAR VIEW MIRROR-LH,LH REAR MIRROR ASSY,左后视镜总成,438.93,,,TR100A,100-0070
20023926,RIGHT REAR VIEW MIRROR ASSY,RH,右后视镜总成,510.88,,,TR100A,100-0070
20023932,Exhaust connection,EXHAUST ELBOW,排气弯头,173.76,,,TR100A,270-0020
20023933,AIR FILTER ASSY,AIR CLEANER,,2537.53,,,TR100A,110-0050 110-0060
20023934,RESISITANCE INDICATOR,GAUGE-AIR RESTRICT,,91.77,,,TR100A,110-0060
20023969,,BRACKET-COMPRESSOR,压缩机支架,,,,TR100A,260-0145
20023970,,HOSE ASSY,软管总成,,,,TR100A,260-0145
20023971,РВД,HOSE ASSY,软管总成,865.68,,,TR100A,260-0145
20023972,,HOSE ASSY,软管总成,,,,TR100A,260-0145
20023973,,HOSE ASSY,软管总成,,,,TR100A,260-0145
20023974,Приводной ремень компрессора кондиционера,BELT-DRIVE,皮带,67.16,,,TR100A,260-0145
20023977,,KIT-HARDWARE,压缩机安装组件,,,,TR100A,260-0145
20024018,,BRACKET ASSY MIRROR-LH,左后视镜支架总成,,,,TR100A,100-0070
20024019,,BRACKET ASSY MIRROR-LH,右后视镜支架总成,,,,TR100A,100-0070
20024020,REAR-VIEW MIRROR(BIG),MIRROR,后视镜镜体总成,184.68,,,TR100A,100-0070
