Артикул (Part No.),Наименование (RU),Description (EN),Description (ZH),"Цена, CNY без НДС",Группа,Взаимозаменяемый артикул,Источник,Разделы
3090126,Oil filter seal O-ring,"Seal, O Ring",,159.71,Cummins,,QST30,QST30-76
3090127,Oil filter seal O-ring,"Seal, O Ring",,292.03,Cummins,,QST30,QST30-76
3090194,,"Seal, Dust",,,,,QST30,FA5091-03
3090400,,"Union, Male",,,,,QST30,TP5721
3090419,Штуцер,"Union, Male",,482.04,Cummins,,QST30,TP5721
3092001,Gasket,Shim,,588.63,Cummins,,QST30,WI5052-03
3092021,,"Spacer, Mounting",,,,,QST30,TP5721
3092040,,"Plug, O Ring",,,,,QST30,BB5729
3092059,,Clip,,,,,QST30,FF5080-04
3092075,,"Seal, O Ring",,,,,QST30,3804938
3092078,Pressure limiting spring,"Spring, Compression",,521.7,Cummins,,QST30,QST30-76
3092114,Термостат,Thermostat,,3305.12,Cummins,,QST30,TH5008-11
3092134,,"Heater, Intake Air",,,,,QST30,TB5751
3092145,,"Screw, Hexagon Head Cap · M12 x 1.75 x 80",,,,,QST30,BB5702-04
3092150,,"Valve, Check",,,,,QST30,PL5717-04
3092245,,"Bracket, Wiring Retainer",,,,,QST30,PH5750-02
3092252,,"Seal, O Ring",,,,,QST30,3804938
3092253,,"Clamp, Spring Hose",,,,,QST30,BR5710-03
3092254,Breather hose clamp,"Clamp, Spring Hose",,97.34,Cummins,,QST30,BR5710-03
3092255,,"Hose, Flexible",,,,,QST30,BR5710-03
3092261,,"Cover, Protective",,,,,QST30,QST30-100
3092262,Generator drive seal,"Seal, O Ring",,272.26,Cummins,,QST30,3804938 DF5721-02 PU5004-07 WP5701-13
3092263,,"Connection, Water Outlet",,,,,QST30,TH5008-11
3092274,,"Connection, Adapter A Kit",,,,,QST30,BB5702-18
3092283,,"Washer, Plain",,,,,QST30,FW5057-04
3092287,,"Dowel, Pin",,,,,QST30,BB5702-18
3092288,,"Dowel, Pin",,,,,QST30,BB5702-04
3092290,Втулка,Bushing,,1196.03,Cummins,,QST30,PU5004-07
3092291,Упорный подшипник,"Bearing, Thrust",,2692.93,Cummins,,QST30,PU5004-07
3092324,,"Spacer, Mounting",,,,,QST30,TB5732
3092333,,"Hose, Plain",,,,,QST30,BR5710-03
3092334,,"Spacer, Mounting",,,,,QST30,PP42139-01_0603
3092346,,Bu ushing,,,,,QST30,LP5701-02
3092347,,Bu ushing,,,,,QST30,LP5701-02
3092348,,"Seal, Water Pump",,,,,QST30,WP5701-13
3092349,,"Impeller, Water Pump",,,,,QST30,RE5701 WP5701-13
3092350,,"Screw, Hexagon Head Cap",,,,,QST30,FA5091-03
3092353,,Clip,,,,,QST30,OP5133-13
3092360,,"Housing, Flywheel",,,,,QST30,FH5703-04
3092361,,"Plate, Cover",,,,,QST30,GG5708-09
3092362,,"Socket, Cam Follower",,,,,QST30,FCI310
3092364,,"Pulley, Idler S Nut, Regular Hexagon Jam UNF S Washer, Plain in. S Washer, Plain in.",,,,,QST30,FA5091-03
3092366,Сальник,"Seal, Oil",,1505.97,Cummins,,QST30,WP5701-13
3092374,,Ball,,,,,QST30,FCI310
3092377,Exhaust pipe stud,Stud,,1332.4,Cummins,,QST30,TB5732
3092378,,"Support, Accessory Drive",,,,,QST30,DF5721-02
3092381,,"Sh haft, Lube Oil Pump",,,,,QST30,LP5701-02
3092384,,Bu ushing,,,,,QST30,LP5701-02
3092388,,Clip,,,,,QST30,TP5721
3092399,Уплотнительное кольцо термостата,"Seal, Thermostat",,507.78,Cummins,,QST30,3804938 TH5008-11
3092406,,"Screw, Twelve Point Cap · M22 x 1.50 x 135",,,,,QST30,DA5081-03
3092407,Rivet,Rivet,,489.76,Cummins,,QST30,RL5701-12
3092408,Nut,"Nut, Regular Hexagon · M10 x 1.25",,139.93,Cummins,,QST30,RL5701-12
3092410,,"Gasket, Filter",,,,,QST30,3804938
3092411,,"Gasket, Filter",,,,,QST30,3804938
3092419,,"Ring, Retaining",,,,,QST30,WP5701-13
3092430,,"Bracket, Wiring Retainer",,,,,QST30,PH5750-02
3092438,,"Seal, O Ring",,,,,QST30,3804938
3092471,Прокладка,"Gasket, Exhaust Manifold",,520.58,Cummins,,QST30,TB5732
3092475,,"Housing, Rocker Lever",,,,,QST30,RL5701-12
3092476,,"Housing, Rocker Lever",,,,,QST30,RL5701-12
3092481,,"Cover, Rocker Lever",,,,,QST30,VC5702-02
3092484,Прокладка клапанной крышки QST30,"Gasket, Rocker Lever Hsg",,808.97,Cummins,,QST30,VC5702-02
3092491,,"Seal, O Ring · Lower, orange",,,,,QST30,BB5702-01_01011
3092492,,"Seal, O Ring · Center, black",,,,,QST30,BB5702-01_01011
3092493,Уплотнительное кольцо гильзы,"Seal, Rectangular Ring · Upper, black",,1277.64,Cummins,,QST30,NN5705
3092494,,"Breather, Crankcase",,,,,QST30,BR5710-03
3092495,Втулка,Bushing,,,Cummins,,QST30,BB5702-04
3092496,,"Gear, Camshaft · Left Hand",,,,,QST30,PP42139-01
3092497,,"Plate, Thrust Bearing",,,,,QST30,PP42139-01
309250,,"r Cove er · Sc crew, Cam Fol lower Shaft 24 M10 x 1.50 x 36, 12 Point Hex",,,,,QST30,FCI310
3092500,,"Lever, Cam Follower",,,,,QST30,FCI310
3092502,,"Pin n, Cam Follow wer Roller",,,,,QST30,FCI310
3092503,,"Shaft, Cam Follower",,,,,QST30,FCI310
3092504,,"Dowel, Ring",,,,,QST30,BB5702-18
3092506,,"Shaft, Cam Follower",,,,,QST30,FCI310
3092507,,"Rod, Push",,,,,QST30,RL5701-12
3092513,,"Lever, Rocker",,,,,QST30,RL5701-12
3092514,,"Lever, Rocker",,,,,QST30,RL5701-12
3092515,Коромысло выпускного клапана,"Lever, Rocker (tla)",,6523.61,Cummins,,QST30,RL5701-12
3092519,,"Shaft, Rocker Lever",,,,,QST30,RL5701-12
3092520,,"Lever, Rocker",,,,,QST30,RL5701-12
3092521,,"Lever, Rocker · Intake",,,,,QST30,RL5701-12
3092523,Втулка коромысла,Bushing,,673.96,Cummins,,QST30,RL5701-12
3092524,,"Collar, Thrust",,,,,QST30,RL5701-12
3092525,,"Lever, Rocker",,,,,QST30,RL5701-12
3092527,,"Lever, Rocker · Exhaust",,,,,QST30,RL5701-12
3092529,,"Support, Rocker Lever",,,,,QST30,RL5701-12
3092530,Крейцкопф,"Crosshead, Valve",,2858.86,Cummins,,QST30,RL5701-12
3092552,,"Screw, Twelve Point Cap · M12 x 1.75 x 102",,,,,QST30,RL5701-12
3092564,Форсунка охлаждения поршня,"Nozzle, Piston Cooling",,1328.6,Cummins,,QST30,BB5702-18
3092565,,"Nozzle, Piston Cooling",,,,,QST30,BB5702-18
3092569,,"Ring, Compression Piston · Top",,,,,QST30,QST30-119
309257,,· Bushi ng 1,,,,,QST30,QST30-121
3092570,,"Ring, Compression Piston · 2nd Ring",,,,,QST30,QST30-119
3092571,,"Ring, Oil Piston · Bottom",,,,,QST30,QST30-119
3092572,Палец поршневой,"Pin, Piston",,3261.44,Cummins,,QST30,QST30-119
3092573,,Bushing,,,,,QST30,QST30-119
3092582,,"Plate, Cover",,,,,QST30,QST30-76
3092610,,"Ge ear, Lub Oil P umping",,,,,QST30,LP5701-02
3092613,O ring,"Seal, O Ring",,95.82,Cummins,,QST30,TB5751
3092625,,"Clamp, Tube",,,,,QST30,PP42139-01_0603
3092626,,"Clamp, Tube",,,,,QST30,PP42139-01_0603
3092627,,"Clamp, Tube",,,,,QST30,PP42139-01_0603
3092657,,"Manifold, Exhaust",,,,,QST30,TB5732
3092658,,"Manifold, Exhaust",,,,,QST30,TB5732
3092684,,"Nut, Regular Hexagon",,,,,QST30,RL5701-12
3092688,,"Clamp, Hose",,,,,QST30,PL5717-04
3092689,,"Clamp, Hose",,,,,QST30,PL5717-04
3092700,,"Housing, Thermostat",,,,,QST30,TH5008-11
3092703,,"Plate, Cover",,,,,QST30,TH5008-11
3092713,Прокладка корпуса термостата,"Gasket, Thermostat Housing",,311.6,Cummins,,QST30,3804938 TH5008-11
3092714,Прокладка корпуса термостата,"Gasket, Thermostat Housing",,326.18,Cummins,,QST30,3804938 TH5008-11
3092715,,"Gasket, Cover",,,,,QST30,3804938
3092716,,"Shield, Heat",,,,,QST30,VC5702-02
3092717,Гильза цилиндра,"Liner, Cylinder For Information Only Service all liners with",,13586.72,Cummins,,QST30,NN5705
3092718,Гильза цилиндра,"Liner, Cylinder · Left Bank",,20951.19,Cummins,,QST30,NN5705
3092730,Прокладка,"Gasket, Aft Housing",,2104.19,Cummins,,QST30,TB5751
3092781,,"Cap, Main Bearing",,,,,QST30,BB5702-18
3092782,,"Cap, Main Bearing",,,,,QST30,BB5702-18
3092783,,"Cap, Main Bearing",,,,,QST30,BB5702-18
3092784,,"Cover, Water Header",,,,,QST30,WH5706-01
3092786,Болт,"Screw, Twelve Point Cap",,1870.81,Cummins,,QST30,BB5702-18
3092792,Прокладка крышки,"Gasket, Cover Plate",,225.33,Cummins,,QST30,3804938 LA5703
3092803,,"Pointer, Timing",,,,,QST30,GG5708-09
3092807,,"Shaft, Accessory Drive",,,,,QST30,PU5004-07
3092808,,"Hub, Accessory Drive",,,,,QST30,PU5004-07
3092809,,"Gear, Accessory Drive",,,,,QST30,PU5004-07
3092812,,"Seal, Oil",,,,,QST30,3804938
3092816,Прокладка передней крышки,"Gasket, Gear Cover",,1925.27,Cummins,,QST30,3804938 GG5708-09
3092817,Прокладка картера шестерён,"Gasket, Gear Housing",,1384.63,Cummins,,QST30,3804938 BB5702-04
3092821,Сальник масляный,"Seal, Oil",,920.41,,,QST30,FH5703-04
3092825,Прокладка картера маховика,"Gasket, Flywheel Housing",,848.95,Cummins,,QST30,3804938 FH5703-04
3092842,,Bushing,,,,,QST30,OP5133-13
3092855,Комплект прокладок масляного картера QST30,"Gasket, Oil Pan",,32215.91,Cummins,,QST30,3804938 OP5133-13
3092858,,"Cover, Camshaft",,,,,QST30,CM5702-08
3092859,,"Gasket, Camshaft Cover",,,,,QST30,3804938
3092861,,"Cover, Camshaft",,,,,QST30,PP42139-01
3092863,,"Gasket, Camshaft Cover",,,,,QST30,3804938 PP42139-01
3092877,Вкладыш коренной,"Bearing, Main · Upper, #1,2,3,4,6",,8930.82,Cummins,,QST30,BB5702-01
3092878,Вкладыш коренной,"Bearing, Main · Lower, #1,2,3,5,6",,8930.82,Cummins,,QST30,BB5702-01
3092879,Вкладыш коренной,"Bearing, Main · Upper, #4",,3470.05,Cummins,,QST30,BB5702-01
3092880,Вкладыш коренной,"Bearing, Main · Lower, #4",,3205.09,Cummins,,QST30,BB5702-01
3092881,Упорный подшипник,"Bearing, Thrust · Upper and Lower, #7",,3785.09,Cummins,,QST30,BB5702-01
3092887,,"Plug, Expansion",,,,,QST30,OB5044-09
3092921,,"Crankshaft, Engine",,,,,QST30,BB5702-01
3092922,,"Crankshaft, Engine",,,,,QST30,BB5702-01
3092923,,"Gear, Crankshaft",,,,,QST30,BB5702-01
309293,,"· Cap, C Conn Rod Bea aring 1",,,,,QST30,QST30-121
3092932,Шатун,"Rod, Engine Connecting · Recon equivalent 3092932 NX",,24702.86,Cummins,,QST30,QST30-119
3092933,,"Rod, Engine Connecting · Right Bank",,,,,QST30,QST30-119
3092935,Шатун,"Rod, E Engine Conne ecting · Rec con equivalen t 3092935 NX X",,30418.19,Cummins,,QST30,QST30-121
3092940,,"Bearin ng, Connectin g Rod T WATE ER",,,,,QST30,QST30-121
3092953,Втулка,Bushing,,1395.78,Cummins,,QST30,BB5702-04
3092954,,"Gear, Idler",,,,,QST30,BB5702-04
3092955,,"Gear, Idler",,,,,QST30,BB5702-04
3092956,,"Gear, Idler · Right Bank",,,,,QST30,BB5702-04
3092957,,"Gear, Idler · Left Bank",,,,,QST30,BB5702-04
3092959,,"Shaft, Idler",,,,,QST30,BB5702-04
3092960,,"Retainer, Gear",,,,,QST30,BB5702-04
3092961,,"Gear, Idler",,,,,QST30,BB5702-04
3092962,,"Gear, Idler · Right Bank Cam Idler",,,,,QST30,BB5702-04
3092971,,Camshaft · Right Hand,,,,,QST30,PP42139-01
3092972,,"Gear, Camshaft · Right Hand",,,,,QST30,PP42139-01
3092974,,Camshaft · Left Hand,,,,,QST30,PP42139-01
309298,,"· Pu ump, Lube Oil 1",,,,,QST30,LP5701-02
3092986,,"Bo ody, Lub Oil Pump P",,,,,QST30,LP5701-02
3092989,,"Sh haft, Lube Oil Pump",,,,,QST30,LP5701-02
309299,,"· Va alve, Bypass 1",,,,,QST30,LP5701-02
3092990,,"Ge ear, Lube Oil Pumping P",,,,,QST30,LP5701-02
3092992,,"Co over, Lube Oil Pump",,,,,QST30,LP5701-02
3092995,,"Body, Bypass Valve",,,,,QST30,TB5732
3092997,Valve core,"Plunger, Bypass Valve",,1914.94,Cummins,,QST30,TB5732 WI5052-03
3092998,,"Retainer, Spring",,,,,QST30,TB5732
3092999,Relief valve spring,"Spring, Compression",,632.74,Cummins,,QST30,TB5732
3093000,Gasket,"Gasket, Bypass Valve",,103.43,Cummins,,QST30,3804938 TB5732
3093010,Перепускной клапан,"Valve, Bypass",,24463.53,Cummins,,QST30,WI5052-03
3093011,,"Body, Bypass Valve",,,,,QST30,WI5052-03
3093012,,"Plate, Cover",,,,,QST30,WI5052-03
3093013,Valve core,"Valve, Pressure Regulator",,11080.49,Cummins,,QST30,WI5052-03
3093014,Spring,"Spring, Compression",,599.27,Cummins,,QST30,WI5052-03
3093015,,"Plug, Retainer",,,,,QST30,WI5052-03
3093016,Spring,"Spring, Valve",,2419.91,Cummins,,QST30,WI5052-03
3093017,,"Plug, Retainer",,,,,QST30,WI5052-03
3093018,,"Plate, Cover",,,,,QST30,QST30-76
3093019,,"Seal, Grommet",,,,,QST30,3804938 QST30-76
3093031,,"Piston, Engine · Serviced as 3800363.",,,,,QST30,QST30-119
3093032,,"Piston, Engine",,,,,QST30,QST30-119
3093055,,"Seal, O Ring",,,,,QST30,3804938
3093089,,"Gear, Water Pump",,,,,QST30,WP5701-13
3093096,,"Plate, Cover",,,,,QST30,WI5052-03
3093099,Прокладка маслоохладителя,"Gasket, Lub Oil Clr Cover",,611.59,Cummins,,QST30,3804938 WI5052-03
3093153,Прокладка патрубка,"Gasket, Wtr Trf Connection",,117.62,Cummins,,QST30,TH5008-11 WP5701-13
3093155,Уплотнительное кольцо,"Seal, O Ring",,191.91,Cummins,,QST30,3804938 BB5702-01_01011 BB5702-18 BB5729
3093159,,"Plate, Cover",,,,,QST30,BB5729
3093165,,"Connection, Water Transfer",,,,,QST30,WH5706-01
3093167,,"Gasket, Connection",,,,,QST30,WP5701-13
3093169,Прокладка маслоохладителя,"Gasket, Tor Cnv Cooler",,243.09,Cummins,,QST30,WH5706-01
3093176,BELT - GENERATOR,ALTERNATOR BELT,发电机皮带,454.9,Cummins,,QST30/TR100A,110-0030 AP5022-01
3093177,,"Connection, Water Bypass",,,,,QST30,TH5008-11
3093179,,"Pulley, Alternator ap6000gd JV 18-JUL-05 CM850,",,,,,QST30,AP5022-01
3093305,,"Plate, Cover",,,,,QST30,BB5702-01_01011
3093342,,"Plug, Threaded",,,,,QST30,LA5703
3093365,Топливная трубка,"Tube, Injector Fuel Supply",,2648.1,Cummins,,QST30,PP42139-01_0603
3093367,Топливная трубка,"Tube, Injector Fuel Supply",,2699.06,Cummins,,QST30,PP42139-01_0603
3093368,Топливная трубка (5R),"Tube, Injector Fuel Supply",,3705.6,Cummins,,QST30,PP42139-01_0603
3093370,Топливная трубка,"Tube, Injector Fuel Supply",,2193.1,Cummins,,QST30,PP42139-01_0603
3093372,Топливная трубка,"Tube, Injector Fuel Supply",,2642.64,Cummins,,QST30,PP42139-01_0603
3093373,Топливная трубка,"Tube, Injector Fuel Supply",,2642.64,Cummins,,QST30,PP42139-01_0603
3093374,Топливная трубка,"Tube, Injector Fuel Supply",,2648.1,Cummins,,QST30,PP42139-01_0603
3093375,Топливная трубка,"Tube, Injector Fuel Supply",,2298.66,Cummins,,QST30,PP42139-01_0603
3093411,,"Shaft, Water Pump",,,,,QST30,RE5701 WP5701-13
3093423,,"Shaft, Fuel Pump Drive",,,,,QST30,DP5702-17
3093426,,"Plate, Thrust Bearing",,,,,QST30,DP5702-17
3093431,,Dataplate la6000gd JV 21-OCT-08,,,,,QST30,LA5703
3093505,,"Gasket, Cover Plate",,,,,QST30,3804938
3093513,,Bushing,,,,,QST30,RL5701-12
3093518,,"Cable, Engine Heater",,,,,QST30,TB5751
3093519,,"Cable, Engine Heater",,,,,QST30,TB5751
3093559,,"Adapter, Spline",,,,,QST30,DP5702-17
3093562,,"Head, Lub Oil Filter",,,,,QST30,QST30-76
3093597,,"Clamp, Tube",,,,,QST30,TP5721
3093598,,"Screw, Banjo Connector",,,,,QST30,FF5080-04
3093615,,"Support, Fuel Pump",,,,,QST30,DP5702-17
3093617,,"Support, Fuel Pump",,,,,QST30,DP5702-17
3093624,,"Clamp, Tube",,,,,QST30,PP42139-01_0603
3093630,,"Tube, Oil Filler",,,,,QST30,OB5044-09
3093632,,"Spacer, Mounting",,,,,QST30,BR5710-03
3093667,,"Harness, Wiring",,,,,QST30,PH5748-01
3093679,,"Plate, Cover",,,,,QST30,OB5044-09
3093683,Топливная трубка,"Tube, Injector Fuel Supply",,2129.4,Cummins,,QST30,PP42139-01_0603
3093684,Топливная трубка,"Tube, Injector Fuel Supply",,2648.1,Cummins,,QST30,PP42139-01_0603
3093685,Топливная трубка,"Tube, Injector Fuel Supply",,2642.64,Cummins,,QST30,PP42139-01_0603
3093686,,"Bracket, Fuel Plumbing",,,,,QST30,PP42139-01_0603
3093687,,"Bracket, Fuel Plumbing",,,,,QST30,PP42139-01_0603
3093692,,"Bracket, Oil Tube",,,,,QST30,OP5133-13
3093694,,"Tube, Lub Oil Suction",,,,,QST30,OP5133-13
3093702,,"Pan, Oil",,,,,QST30,OP5133-13
3093719,,"Plug, Pipe · 1/16 - 27 NPTF",,,,,QST30,BB5702-18
3093723,,"Bearing, Ball",,,,,QST30,WP5701-13
3093724,,"Bearing, Ball",,,,,QST30,WP5701-13
3093725,Water pump seal,"Seal, O Ring",,146.02,Cummins,,QST30,3804938 PU5004-07 RE5701 WP5701-13
3093726,Water pump seal,"Seal, O Ring Screw, Hexagon Head",,390.9,Cummins,,QST30,3804938 WP5701-13
3093727,,"Cap Screw, Hexagon Head · M12 x 1.75 x 165.",,,,,QST30,WP5701-13
3093728,,"Screw, Hexagon Head Cap · M12 x 1.75 x 30.",,,,,QST30,DF5721-02 PP42139-01_0603 PU5004-07 WP5701-13
3093729,,"Damper, Vibration",,,,,QST30,DA5081-03
3093731,,"Dowel, Pin",,,,,QST30,DA5081-03
3093734,,"Screw, Hexagon Head Cap · M06 x 1.00 x 25.",,,,,QST30,PP42139-01_0603
3093736,,"Screw, Hexagon Head Cap · M8 x 1.25 x 12.",,,,,QST30,WI5052-03
309374,,"· Screw w, Hexagon Head H Cap 4 M10 x 1.50 x x 35.",,,,,QST30,TH5008-11 WF5021-09
3093741,,"Screw, Hexagon Head Cap · M10 x 1.50 x 16.",,,,,QST30,BR5710-03 OB5044-09
3093742,,"Screw, Hexag gon Head Cap p · M10 x 1.50 x 20",,,,,QST30,BB5702-01_01011 BB5702-18 BB5729 GG5708-09 OB5044-09 PL5717-04 QST30-100 TP5721 WI5052-03 WO5705
3093743,Bracket connection bolt,"Screw, Hexagon Head Cap · M10 x 1.50 x 25.",,74.53,Cummins,,QST30,BB5702-01_01011 BR5710-03 FF5080-04 OP5133-13 PL5717-04 QST30-100 TH5008-11 TP5721
3093744,,"Screw, Hexagon Head Cap · M10 x 1.50 x 35.",,,,,QST30,QST30-76
3093745,,"Screw, Hexagon Head Cap · M10 x 1.50 x 40.",,,,,QST30,BB5702-04 BR5710-03
3093747,,"Screw, Hexagon Head Cap Screw, Hex Flange Head · M10 x 1.50 x 60.",,,,,QST30,QST30-76 TP5721
3093750,Bracket bolt,"Screw, Hexagon Head Cap · M10 x 1.50 x 90.",,97.34,Cummins,,QST30,QST30-126 WI5052-03
3093751,,"Screw, Hexagon Head Cap · M12 x 1.75 x 20",,,,,QST30,DF5721-02 PP42139-01
3093752,,"Screw, Hexagon Head Cap · M12 x 1.75 x 25.",,,,,QST30,DF5721-02 PP42139-01 QST30-100 TP5721
3093753,,"Screw, Hexagon Head Cap · M12 x 1.75 x 40",,,,,QST30,FA5091-03
3093754,,"Screw, Hexagon Head Cap",,,,,QST30,LA5703
3093755,,"Screw, Hexagon Head Cap",,,,,QST30,QST30-100
3093757,,"Cap Screw, Hexagon Head",,,,,QST30,DF5721-02
3093758,,"Screw, Hexagon Head Cap · M12 x 1.75 x 90.",,,,,QST30,DF5721-02 PU5004-07
309376,,"· Screw w, Hexagon Head H Cap 2 M10 x 1.50 x x 110.",,,,,QST30,TH5008-11
3093761,,"Screw, Hexagon Head Cap",,,,,QST30,FA5091-03
3093763,Charge air cooler long bolt,"Screw, Hexagon Head Cap",,86.7,Cummins,,QST30,PH5750-02 QST30-126 TB5751
3093764,Charge air cooler long bolt,"Screw, Hexagon Head Cap · M10 x 1.50 x 110.",,104.95,Cummins,,QST30,PH5750-02 TH5008-11
3093767,Wiring harness fixing bolt,"Screw, Hexagon Head Cap · M10 x 1.50 x 60.",,223.59,Cummins,,QST30,PH5750-02 TB5751
3093769,,"Screw, Hexagon Head Cap",,,,,QST30,DF5721-02 PU5004-07
309377,,"· Dowe el, Pin 2",,,,,QST30,QST30-121
3093770,,Cap · M12 x 1.75 x 10,,,,,QST30,WP5701-13
3093771,,"Screw, Hexagon Head Cap · M12 x 1.75 x 120.",,,,,QST30,TH5008-11
3093776,,Bu ushing,,,,,QST30,LP5701-02
3093778,,"Washer, Plain",,,,,QST30,DA5081-03 DF5721-02 TH5008-11 WP5701-13
3093784,Направляющий штифт,"Dowel, Pin",,101.06,Cummins,,QST30,BB5702-18 FF5080-04
3093785,Стопор поршневого пальца,"Ring, Retaining",,127.4,Cummins,,QST30,QST30-119
3093787,,"Key, Plain Woodruff",,,,,QST30,PP42139-01
3093799,Exhaust pipe heat shield fixing bolt washer,"Washer, Plain",,63.88,Cummins,,QST30,FF5080-04 OP5133-13 PL5717-04 QST30-100 QST30-126 TB5751
3093801,,"Seal, O Ring",,,,,QST30,3804938 OP5133-13
3093805,,Cap · M10 x 1.50 x 35.,,,,,QST30,PH5750-02 QST30-76
3093808,,"Seal, O Ring",,,,,QST30,3804938 QST30-76
3093809,,"Seal, O Ring",,,,,QST30,3804938 QST30-76
3093811,Seal,"Seal, O Ring",,92.78,Cummins,,QST30,3804938 DF5721-02 QST30-76 WI5052-03
3093813,Seal,"Seal, O Ring",,444.13,Cummins,,QST30,WI5052-03
3093817,O ring,"Seal, O Ring",,156.66,Cummins,,QST30,WI5052-03
3093822,,"Gasket, Oil Pan",,,,,QST30,OP5133-13
3093823,,"Gasket, Oil Pan",,,,,QST30,OP5133-13
3093824,,"Gasket, Oil Pan",,,,,QST30,OP5133-13
3093825,,"Gasket, Oil Pan",,,,,QST30,OP5133-13
3093838,,"Screw, Hexagon Head Cap · M10 x 1.50 x 65.",,,,,QST30,QST30-126 WI5052-03
3093842,,"Screw, Hexagon Head Cap · M18 x 2.50 x 65",,,,,QST30,FH5703-04
3093843,,"Washer, Plain · M18",,,,,QST30,FH5703-04
3093844,,"Washer, Sealing",,,,,QST30,3804938
309386,,"· Plug, , Threaded 3",,,,,QST30,TH5008-11
3093860,,"Housing, Thermostat (tla)",,,,,QST30,TH5008-11
3093862,,"Plug, Threade ed",,,,,QST30,BB5702-18
3093875,,"Dowel, Pin",,,,,QST30,RL5701-12
3093877,,"Plug, Expansion",,,,,QST30,RL5701-12
3093879,,"Washer, Plain",,,,,QST30,DP5702-17 RL5701-12
3093889,,"Screw, Hexagon Head Cap · M10 x 1.50 x 55",,,,,QST30,QST30-126 TB5732
309389,,"· Screw w, Hexagon Head H Cap 7 M10 x 1.50 x x 125.",,,,,QST30,TH5008-11
3093896,Charge air cooler wiring harness long fixing bolt,"Screw, Hexagon Head Cap · M10 x 1.50 x 105.",,129.29,Cummins,,QST30,PH5750-02 QST30-76
3093901,Charge air cooler short fixing bolt,"Screw, Hexagon Head Cap · M10 x 1.50 x 65.",,647.95,Cummins,,QST30,PH5750-02 ST5034-01
3093917,,"Screw, Hexagon Head Cap",,,,,QST30,FW5057-04
3093930,,"Screw, Hex Flange Head Cap · M10 x 1.50 x 16",,,,,QST30,QST30-126 TP5721
3093931,,Cap · M10 x 1.50 x 20,,,,,QST30,QST30-100
3093945,,"Seal, O Ring tb6002gj JV 18-JAN-06 CM850,",,,,,QST30,3804938 TB5732
3093946,,"Nut, Regular Hexagon · M6 x 1.00",,,,,QST30,PP42139-01_0603
3093947,,"Nut, Regular Hexagon",,,,,QST30,QST30-126
3093951,,"Screw, Hexagon Head Cap · M20 x 2.50 x 60",,,,,QST30,RE5701
3093955,,"Washer, Plain · M20",,,,,QST30,RE5701
3093963,,"Seal, O Ring",,,,,QST30,3804938 OB5044-09
3093964,,"Seal, O Ring",,,,,QST30,3804938 OP5133-13
3093965,,"Nut, Tube",,,,,QST30,OP5133-13
3093966,Expansion plug,"Plug, Expansion",,219.02,Cummins,,QST30,OB5044-09
3093967,Front gear housing expansion plug,"Plug, Expansion",,76.05,Cummins,,QST30,GG5708-09 PP42139-01_0603
3093971,"plug, gear room cover","Plug, Threaded",,150.58,Cummins,,QST30,GG5708-09 QST30-76
3093972,,"Screw, Hexagon Head Cap · M12 x 1.75 x 145",,,,,QST30,GG5708-09
3093973,,"Screw, Hex Flange Head Cap",,,,,QST30,TB5751
3093974,,"Screw, Hex Flange Head Cap · M08 x 1.25 x 95.",,,,,QST30,TB5751
3093977,,"Insert, Threaded",,,,,QST30,TB5751
3093982,,"Support, Front Engine Accessories fs6000gn JV 27-APR-03 CM850,",,,,,QST30,FS5033-01
3093983,,"Plate, Cover",,,,,QST30,BB5729
3093984,,"Gasket, Cover Plate",,,,,QST30,BB5729
3094010,,"Washer, Plain",,,,,QST30,DP5702-17
3094011,,"Nut, Regular Hexagon",,,,,QST30,DP5702-17
3094014,O ring,"Seal, O Ring",,146.02,Cummins,,QST30,3804938 DP5702-17
309402,,"· Wa asher, Plain 2 M M10",,,,,QST30,WF5021-09
3094020,,"Screw, Banjo Connector",,,,,QST30,QST30-126
3094024,,"Wash her, Plain",,,,,QST30,BB5702-18 BR5710-03 FF5080-04 PH5748-01 QST30-126 TH5008-11 TP5721 VC5702-02 WO5705
3094025,,"Retainer, Gear",,,,,QST30,PP42139-01_0603
3094027,,"Key, Plain Woodruff",,,,,QST30,BB5702-01
3094028,Cup plug,"Plug, Expansion",,168.83,Cummins,,QST30,BB5702-18
3094029,,"Washer, Plain",,,,,QST30,BB5702-18
3094031,,"Gasket, Cover",,,,,QST30,3804718
3094042,,"Plug, Threaded",,,,,QST30,QST30-76
3094045,,"Seal, O Ring",,,,,QST30,TP5721
3094063,,"Tube e, Water Trans sfer",,,,,QST30,TH5008-11
3094064,,"Plug, Expansion",,,,,QST30,BB5702-18
3094088,,"Pad, Wear",,,,,QST30,QST30-100
3094092,,"Seal, O Ring",,,,,QST30,3804718 QST30-76
3094129,Sealing ring,"Seal, O Ring",,193.17,Cummins,,QST30,QST30-76
3094176,Ring,"Ring, Retaining",,92.78,Cummins,,QST30,FCI310
3094188,,"Screw, Banjo Connector",,,,,QST30,QST30-126
3094191,Патрубок ДВС,"Connection, Water Outlet",,16969.31,,,QST30,TP5721
3094204,,"Cover, Water Transfer Oil",,,,,QST30,WI5052-03
3094212,,"Sleeve, Spline Coupling",,,,,QST30,DP5702-17
309428,,"· Plate e, Cover 1",,,,,QST30,TH5008-11
3094281,,"Gasket, Cover",,,,,QST30,3804718
